Created-At;From-User;Text;Id;Sentimen
06/11/2022 14.03;putrikumal;@DyandraGlobal thank you juga dyandra ?;1,59E+18;Positif
06/11/2022 14.03;LALA || ?? ??? ?? ??;RUANGANNYA MEWAH BANGET COY thank you dyandra udah treat urichil bak raja nusantara paripurna https://t.co/EtQ4LijYcC;1,59E+18;Positif
06/11/2022 14.04;cizi met 127?;Dyandra bener2 all out!! Salut banget;1,59E+18;Positif
06/11/2022 14.14;zee;RT @asdiaaaaa: @nct_menfess udah keren abis staf semuanya juga keren, tapi pasti masih perlu evaluasi kurangnya dimana. semoga makin bagus…;1,59E+18;Positif
06/11/2022 14.19;Bil?•Meet SVT!!!!!;@DyandraGlobal Makasih dyandra walaupun sakitnya konser day 1 masih belum sembuh tapi makasih udah bawa bujang ke Jakarta ??;1,59E+18;Positif
06/11/2022 14.19;dev;@nct127fess EMANG KEREN BANGET DYANDRA;1,59E+18;Positif
06/11/2022 14.28;.;Pasti bujang pada betah di backstage dibikin se cozy ini. Makasih dyandra, kapan lagi gue bilang makasih ke dyandra kan? Tapi ini servisnya emang udah beda banget sama yang dulu. Ke idol dan ke fans juga https://t.co/9PTytjHwhl;1,59E+18;Positif
06/11/2022 14.39;na??;btw thank you loh dyandra selama konser stafnya pada helpful semua, terus semuanya pada terkoordinasi, awalnya gue takut karena testimoni dari fandom gue yang aiueo, tapi setelah experience it's really not that bad as they said, ya kurang qn aja sih;1,59E+18;Positif
06/11/2022 14.40;Lalisa;Sumpah bener dari konser The Link in JKT day 2 kemaren aku mau bilang thank you DYANDRA @DyandraGlobal so far masih jauh lebih baik dari promotor satunya cuman emang minusnya ya gaada QN. Tapi fasilitas lainnya oke banget kok, liat ada neobong sama tempat foto hits. Mantap pokoknya!;1,59E+18;Positif
06/11/2022 14.55;Nay;Thanks To Dyandra yang udah bikin backstage untuk sayang2 aku sebagus ini, dan beneran selama jalan ke dalem venue dari gate masuk utama ga kepanasan karena ada tenda kayak orang nikahan omg ??? https://t.co/bOZDLbkYNJ;1,59E+18;Positif
06/11/2022 15.19;ChaJunHae??;@nct_menfess ruang tunggu ilichil nyaman banget kayaknya.. appreciate buat dyandra bikin ruang tunggu senyaman ini buat urichil :');1,59E+18;Positif
06/11/2022 15.21;Sachia.;@DyandraGlobal Guys, you did a great job. Don't be sorry okay it’s clearly not your fault ? aku suka banget penanganan Dyandra, semua staf ramah dan baik banget. Semoga semakin maju <3;1,59E+18;Positif
06/11/2022 15.30;mawar;@DyandraGlobal Walaupun aku ga nonton, tapi tetep thank you dyandra?????;1,59E+18;Positif
06/11/2022 15.37;OSHDSKJLJCV?? ?;Beneran dyandra udah belajar dari pengalaman banget :) good job dyandra https://t.co/8GZOEUuByV;1,59E+18;Positif
06/11/2022 15.49;amal??;Ini ruang tunggunya bagus banget sih. terima kasih Dyandra? https://t.co/WgzHGfHHOK;1,59E+18;Positif
06/11/2022 16.00;????? ???? ?????;Iya sumpah applause buat dyandra udah buat gini-ginian mantap terus stage kayak apa dardordernya juga jempol? bikin mengkaget tiap dor https://t.co/8wYmYyzGCx;1,59E+18;Positif
06/11/2022 16.01;claa~OPEN TF WON FAST 11.50 FEE 3K;thank you dyandra?? day2 mantap banget????????? staf nya jauh lebih ramah daripada pas konser exo 2019… keren gitu ok https://t.co/WVY3PzX0aW;1,59E+18;Positif
06/11/2022 16.10;bipbip;RT @jfournl: thank you semua!!! makasih ya udah mau tertib, makasih juga udah buat para member senyum. buat yang belom bisa nonton konser, semoga next bisa nonton;1,59E+18;Positif
06/11/2022 16.19;Han Jung | PASSWORD CHERISH DI BIO;Btw kemarin di ICE gak jajan sama sekali. Aku bekel egg muffin dan dimasukin ke kantong. Minum free dari Dyandra dari awal antre, holding area, sampai pas konser ??;1,59E+18;Positif
06/11/2022 16.23;lisa saw jungwoo ?;Guys, semoga konser idol kesayangan kalian promotornya dyandra yah ????;1,59E+18;Positif
06/11/2022 16.29;ræl;@ebifuraisidi Gak si, gegara day 1, day 2 nyaris ditiadakan, tapi dyandra nyoba diskusi sama polda biar tetep bisa berjalan dan berhasil. Belum lagi beban karena jadi pertimbangan SM buat balik ke sini lagi apa ga, mewakili minta maaf,;1,59E+18;Positif
06/11/2022 16.29;choco?;RT @its_chajunhae: @nct_menfess oot.. ruang tunggu ilichil nyaman banget kayaknya.. appreciate buat dyandra bikin ruang tunggu senyaman ini…;1,59E+18;Positif
06/11/2022 16.30;le met mark ?;also SUKA NGAJAK BERCANDA DAN KETAWA BARENG even we're jamming together to masnya sering jalan sambil mantau tapi gapapa shootout to dyandra and team ??? @DyandraGlobal;1,59E+18;Positif
06/11/2022 16.35;dina ?;kalo dyandra yang bawa wayv please adain qn @DyandraGlobal https://t.co/FZprr0o7mX;1,59E+18;Negatif
06/11/2022 16.36;ræl;@ebifuraisidi Itu disuruh polda juga si, tapi tetep gak juga kalau dibilang day 2 damai karena day 1. Lebih ke day 2 ada karena dyandra berhasil negosiasi ?;1,59E+18;Positif
06/11/2022 16.42;??????;Kalo dyandra agak tenang deh https://t.co/LwVu4Ogqo6;1,59E+18;Positif
06/11/2022 16.51;Mel;@nctzenbase btw gue sayang banget sama misse dan Dyandra, mereka ga macem-macem tinggal tambah qn aja udah mantap banget.;1,59E+18;Positif
06/11/2022 16.54;sunflowers?;@jwinbestie @nctzenbase Setuju banget soalnya pelayan buat fans juga bagus, ini semua artis sm juga gapapa sama dyandra asal ada qn aja dah sempurna;1,59E+18;Positif
06/11/2022 16.56;Naila;@DyandraGlobal Anyway high appreciation for u dyandra.. meskipun aku day-1 keseruannya harus berhenti di lagu Touch tapi gapapa keselamatan kita semua adalah hal yang utama. Yang aku suka dari kalian pertama harga tiket dan seatplan yang masuk akal,;1,59E+18;Positif
06/11/2022 16.57;ceva;setuju, dyandra banyak belajar dari kesalahan dulu2. maaf pernah meragukan kalian pas mau bawa ilichil. tapi kali ini aku salut ?? https://t.co/t8HqjmuUrG;1,59E+18;Positif
06/11/2022 16.59;wawa ketemu jungwoo!!;kemarin konser salut sih sama dyandra berasa dijagain banget keren crewnya juga ramah-ramah banget sukses selalu deh semoga kedepannya bisa ditambahin qn kayaknya makin mantep!!;1,59E+18;Positif
06/11/2022 16.59;Mbak Rara;Udah, dyandra emang juara ?????? https://t.co/O7KgvYEOB9;1,59E+18;Positif
06/11/2022 17.02;khal;wow dyandra lo keren sih https://t.co/zuvjmM7tGr;1,59E+18;Positif
06/11/2022 17.05;syaa;awalnya takut pas dyandra bawa illichil kesini (karena dengan rumor2 gaenak) sama konser sebelumnya, tapi kayaknya sekarang gue akan berterima kasih sama dyandra kalo mau bawa dream sama wayv kesini juga?;1,59E+18;Positif
06/11/2022 17.07;mira;Jujur banget jujur, dyandra much better daripada si mecima :))) emang awal ada masalah pas redeem ticket (alhamdulillah punyaku tanpa drama), tapi mereka beneran ngasih solusi. Cuma berharap si kuning ikutan belajar sih, kan mereka bestie banget tuh dilihat-lihat;1,59E+18;Positif
06/11/2022 17.12;???;semoga next tetep sama dyandra or yang lebih lagi. jangan sama kuning, gue udah agak anti https://t.co/jex9gu3ZOR;1,59E+18;Positif
06/11/2022 17.13;petalilac;@DyandraGlobal thank you staf Dyandra semua!!! Kalian memuaskan????;1,59E+18;Positif
06/11/2022 17.21;Let's Be Happy ??;@suhpremacistJ Bener banget aku aja sebelum masuk buat security check, di kasih minum sama ditawarin makan soalnya ngeliat aku kayak kecapean banget habis jalan jauh buat masuk holding. The best banget emang dyandra;1,59E+18;Positif
06/11/2022 17.25;leon DPR sorry mark ?;kamu mau minum ga? bilang ya kalau temen temannya kalau mau minum' 'kamu kalau cape bilang ya' 'temen-temen kamu kalau cape bilang ya' sumpah gue sayang banget sama staf dyandra kemarin... terus pas check tas aku bilang 'ga bawa, udah makan dirumah' terus diacungi jempol ? https://t.co/SSfwSsboP9;1,59E+18;Positif
06/11/2022 17.26;diiah lesthari;tuh kan, memang keren kan si dyandra ini...YA TUHAN SEMOGA SMTOWN YANG BAWA DYANDRA AJA....JANGAN YANG KUNING ITU...;1,59E+18;Positif
06/11/2022 17.29;?? udah ketemu mas babeh sangyeon;fix dyandra semua ini gausah bikin member mecimapro @jkt48bbang https://t.co/CGbjxN9fmj;1,59E+18;Positif
06/11/2022 17.37;gb;pasti kalian tau seberapa sering aku sebel sama dyandra dan isilop. Tapi 2 hari kemarin tuh for the first time aku bener2 ada di pihak isilop dan dyandra. for the first time i really support them to kick all those mputs ga punya akal.;1,59E+18;Positif
06/11/2022 17.38;Yesungierang??;Dyandra membuktikan bahwa bisa kok promotor indonesia bagus. Akhirnya kali ini bukan promotornya yang bermasalah ya https://t.co/bTrn6T7vYr;1,59E+18;Positif
06/11/2022 17.39;ukhty suzy;RT @AnggretDS: @SMTOWN_JKT 2 hari GK cukup sebenarnya, kalau mau 2 hari minimal di stadion madya. Mohon kasih tau Dyandra @DyandraGlobal;1,59E+18;Negatif
06/11/2022 17.42;gb;dyandra terima kasih sudah mau evaluasi. you did well. Isilop juga for the first time did well. polwan did the right move untuk menggunakan emotional manipulation ke mput mput ini, and it works! terima kasih untuk semua ushers, stafs, dan volunteers yang sangat helpful!;1,59E+18;Positif
06/11/2022 17.48;DEV | FINALLY MET 127 IN REALLLLL LIFE;sempet mikir aneh2 karena worry to much tapi WOW ternyata dari security guard, staf semuanya baik2 banget???? thank you so much dyandra!! https://t.co/8f4jXQ59Nh;1,59E+18;Positif
06/11/2022 17.49;milo.;sumpah liat dyandra nya nangis dan dipeluk sama stafnya di samping polisi tuh gue juga kayak pengin ikutan meluk si kakaknya, YaAllah kak u did a good job, thank you so much, you did this majestic, hospitality dan fasilitas yang lo kasih tuh ga main-main https://t.co/BAj98O0wXk;1,59E+18;Positif
06/11/2022 17.50;æjeng lagi kena PCD;review dyandra bagus2 selain qn emang sebenernya ini promotor cakep sih… semoga kedepannya gitu terus atau lebih baik?? ga kayak si kuning;1,59E+18;Positif
06/11/2022 18.01;??•• ??l ia••??;YaAllah thanks dyandra kemaren day 2 berjalan dengan baik sampe encore https://t.co/lZvUSoasIh;1,59E+18;Positif
06/11/2022 18.11;Cha;Asli iya!!! Kunci mobil aku hilang kemarin langsung diamanin, dan sambil nunggu proses pengembalian mereka ngobrol banyak tentang acara ini sama crewnya baik yang staf dyandra atau pun yang volunteer. Good Job dyandra? https://t.co/qIxsUIBv5i;1,59E+18;Positif
06/11/2022 18.15;aprils;thank you dyandra ???? pas akhir show juga sampe diluar venue staf stafnya pada bilang makasih tuh aku nangis ?????;1,59E+18;Positif
06/11/2022 18.15;alexa;wah asli di section aku juga ushernya lucu2, dari awal masuk holding area sampe keluar venue mereka ramah gitu! Dyandra the best! https://t.co/BjY3tNyHF5;1,59E+18;Positif
06/11/2022 18.23;??;sebenernya dyandra nge organized the link ini udah bagus banget dan mereka care sama kita yang nonton. sebelum masuk holding area dipasangi tenda, disedian air mineral+kipas angin yang kayak di kondangan. pas masuk holding area dan di dalem venuenya juga disedian minum #TheLinkinJKT;1,59E+18;Positif
06/11/2022 18.40;??;backstage the link jakarta bagus banget please, dyandra keren banget ? sangat home dan estetik???? https://t.co/vIs42EH7tW;1,59E+18;Positif
06/11/2022 18.40;yeellow ?;waiting roomnya dari dyandra keren banget anjir ? aku kira di hotel;1,59E+18;Positif
06/11/2022 18.47;??;Staf Nya emang helpful banget, dan sejak masuk holding area bener2 disupport air minum non stop selama acara, pas mulai desek2an staf nya nyuruh mundur dengan cara yang baik, gaada yang kasar atau sampe teriak2 parah gitu ? tetep mau ucapin makasih sama Dyandra dan seluruh staf nya;1,59E+18;Positif
06/11/2022 18.49;nancyiiyy;RT @66___ldh: @DyandraGlobal thank you Dyandra!!! We really appreciate your hardwork. Such a great team work. Makasih makasih makasih.;1,59E+18;Positif
06/11/2022 18.53;?Qiª?????;RT @SatifaDesty: thank you BUAT KALIAN YANG ADA DI DAY 2, BUAT SIJEUNI YANG WAR TRENDING DI TWITTER BIAR SAMA2 KERJASAMA, KALIAN YANG TERBAIK ?…;1,59E+18;Positif
06/11/2022 19.02;pik?;Tapi kalian harus tau sih sebaik apa dyandra ngasih tribun yang undakannya dibikin per row? pertama liat langsung terharu. Tiap baris kerasa adil karna ga ada yang cuma bisa nontonin ubun ubun orang di depannya?;1,59E+18;Positif
06/11/2022 19.12;sunflowerxyc?;@huihuimoon @nctzenbase big respect banget buat dyandra padahal ini bukan kesalahan dia;1,59E+18;Positif
06/11/2022 19.13;Aya met KJW! ?;@DyandraGlobal @missE YUK BISA YUK DYANDRA. kemarin tertib dan rapi banget kalo ada The Link+ dan harganya di atas The Link pun aku sanggupi!!! ??? https://t.co/R2woQnGqWG;1,59E+18;Positif
06/11/2022 19.18;HER?? || JJH1;Karena sejauh ini Dyandra udah oke. Please ayo Dyandra lagi yang bawa. Tapi tahun depan aja ya ?? https://t.co/8R2de4BdGg;1,59E+18;Positif
06/11/2022 19.21;fír;gue sedih day 1 dibubarin, tapi kalo nct 127 ke indonesia lagi tapi bukan dyandra yang bawa, gue gamau.;1,59E+18;Negatif
06/11/2022 19.40;subak?;dah besok-besok nct dibawa sama dyandra aja terus…si kuning mohon jangan curi??;1,59E+18;Positif
06/11/2022 19.41;jaaa;sumpah tapi sebenernya dyandra udah best banget ANJIR REAL CUY kayak beneran tiap break di kasih minum abis itu kayaknya backstage illicil juga dibuat senyaman mungkin trus MURAH anjing https://t.co/6dpoq8ePEp;1,59E+18;Positif
06/11/2022 19.42;aim;Tapi ya dyandra oke punya. Dari tuker tiket sampe sepanjang konser. Minum selalu ada??;1,59E+18;Positif
06/11/2022 19.55;rat ? ??;"WOI IYA pas masuk venue mas-mas guardnya bilang gini “jaga stamina ya beb"" pinter banget dyandra nyari staf kalo dihimbaunya kayak gitu nerimanya juga enak https://t.co/EKff3diACO";1,59E+18;Positif
06/11/2022 19.57;y.;bener kok aku suka banget sama pelayanan dyandra dan tim, cuma mbak subak aja yang ngeselin https://t.co/oCuwuDF4ox;1,59E+18;Positif
06/11/2022 20.06;human;RT @nctzenbase: Mau ngasih terima kasih sama apresiasi sedikit ke Dyandra dan missE. Makasih udah usaha bujuk SM untuk tetep ngadain day 2.…;1,59E+18;Positif
06/11/2022 20.08;dwynaa;Tapi sumpah iya dah daripada si kuning ??? jauh best banget pelayanan dyandra kali ini https://t.co/BgVEA4hmTr;1,59E+18;Positif
06/11/2022 20.09;belle;jujur tau ga sih sebenernya gue sangat mengapresiasi dyandra buat konser ini asli;1,59E+18;Positif
06/11/2022 20.18;kangen 127;tapi seneng deh promotornya dyandra.... jujur staf mereka sama satpamnya tuh baik-baik banget....;1,59E+18;Positif
06/11/2022 20.19;namericano;mau say sorry and thank you banget sama dyandra ??????;1,59E+18;Positif
06/11/2022 20.20;?;@dleejuyeon dyandra cuma qn aja sih ?;1,59E+18;Negatif
06/11/2022 20.34;mo2n;Setelah nonton the link 2 hari aku semakin memantapkan jiwa untuk bisa seperti missE directornya dyandra. Hobinya jadi sumber mata pencariannya. Dia keren banget sih menurutku, di luar dari semua hal buruk yang terjadi dia tetap keren. Telat ga ya ganti cita-cita sekarang?;1,59E+18;Positif
06/11/2022 20.35;caa;iya dyandra bagus https://t.co/iV7QmYkLW0;1,59E+18;Positif
06/11/2022 20.36;?????;yuk bisa yuk tds2 dyandra lagi aja;1,59E+18;Positif
06/11/2022 20.39;things;Gue salfok sama backstage NCT 127 di feed taeyong. Dyandra keren banget niat banget;1,59E+18;Positif
06/11/2022 20.41;Vin??¹²?;@missE makasih banyak kak. maaf banget buat day 1 ya kak kita bener bener minta maaf sebesar-besarnya. kalo kalian mau bawa ilichil lagi gapapa kita udah percaya penuh sama team dyandra;1,59E+18;Positif
06/11/2022 20.47;pik?;Aku tarik omonganku tentang dyandra 2019 yang lalu. Servicenya beyond my expectation terlepas dari kejadian menyedihkan;1,59E+18;Positif
06/11/2022 20.47;pina;Gue salut banget sama Dyandra cuma agak gimana gitu gapapa gue bisa nonton lain waktu kok makasih banget loh Dyandra udah bawa ilichil ke Indonesia kalo nanti emang kesini lagi please keamanan di banyakin ?;1,59E+18;Positif
06/11/2022 20.51;sky?;@missE thank you miss and dyandra!! pokoknya jangan bosen2 bawa nct kesini?;1,59E+18;Positif
06/11/2022 21.05;YAS;dyandra bikin waiting room buat artisnya keren deh. dibikin senyaman mungkin. salut sih @DyandraGlobal love banget ??;1,59E+18;Positif
06/11/2022 21.09;pik?;Tds kalo dibawa dyandra aku ikhlas deh;1,59E+18;Positif
06/11/2022 21.19;r | sharing exo season greeting ??;@dj_Ioey bener dyandra kalau buat qn masih batu banget, but so far di ticketing dan lain-lainnya udah lumayan lah agak naik sedikit;1,59E+18;Negatif
06/11/2022 21.24;????;Takut sih mau ngomong tapi gapapa dicoba aja. Sebenernya dyandra tuh keren deh di konser kali ini (imo ya) soalnya ticketing day-1 aku ngerasanya smooth ga ada crash (masuk antrian tapi bukan yang webnya down gitu) penukaran tiket juga rapi, minum juga ga kurang, tapi emang https://t.co/amBjpm5TJZ;1,59E+18;Positif
06/11/2022 21.25;?;jujur gue ngeliatnya aja better dyandra parah dari pada si kuning https://t.co/ue3ljxJ18Z;1,59E+18;Positif
06/11/2022 21.30;?;walaupun tetep ga ada qn gue mau praise dyandra soalnya keren banget dari segi service please staf nya ramah2 banget nawarin minum mulu selalu check up, gue di barricade bisa naro tas di luar pager terus dibantuin ngambil / naruhnya, tepat waktu, fasilitasnya juga bagus banget !!;1,59E+18;Positif
06/11/2022 21.40;Bita? || Kinda ia;I'M NOT LYING TOO crew cowoknya dyandra cakep2 ? https://t.co/xaxt5TBmpr;1,59E+18;Positif
06/11/2022 21.46;Elisa Aprilia;Belajar dari pengalaman hari sebelumnya, pihak kepolisian sama pihak Dyandra naik ke panggung buat mengingatkan supaya konsernya kondusif. Kesepakatannya 10 orang pingsan, konser dibubarkan. Bahkan staf Dyandra Nya mohon sampe sujud??.;1,59E+18;Negatif
06/11/2022 21.49;r.;bener2 suka banget sama pelayanannya dyandra;1,59E+18;Positif
06/11/2022 21.49;Elisa Aprilia;Please mau banget next konsernya SM boyangrup/girlgrup di handlenya sama Dyandra aja. Tapi mungkin seating aja semuanya, karena penonton Indonesia banyakan yang keras kepala, buktinya ada yang ngantri dari dini hari, padahal konser day 1 dimulai jam 7 malam.;1,59E+18;Positif
06/11/2022 21.49;???;yang bilang crew dyandra cakep.. INI BENERAN WOY, bahkan mereka emang baik2 ga yang songong gitu...;1,59E+18;Positif
06/11/2022 22.06;??;Dari seuprit konser kpop yang pernah aku datengin sampai sekarang, i'd like to say currently dyandra the best sih kalo buat promotor.;1,59E+18;Positif
06/11/2022 22.35;?????;Ih bener banget, super duper ramah banget. Sama penjaga yang di main gate aja sampe kenal. Terus pas waktu selesai konser malah ngajakin toss?. Dan mereka juga ga henti-hentinya bilang makasih. Love buat staf dyandra ? https://t.co/p2khUQbKBK;1,59E+18;Positif
06/11/2022 22.37;?;kalo dream dibawa dyandra lagi gue seneng banget sih sumpah tapi tolong banget pake QN biar kita santai?? stafnya baik, asik, pokoknya oke banget udah gitu bagi2 minumnya ga pelit alias setiap break vcr atau breaktime dikasih minum terus???;1,59E+18;Positif
06/11/2022 22.43;ryubee;@suhpremacistJ Nih juga staf nya super-duper lucu dan perhatian banget ke anak2 dissection 3a. Super love staf dyandra the best semuanya???? https://t.co/lKuxjeMpnh;1,59E+18;Positif
06/11/2022 22.45;aphrodite;RT @66cvIt: walaupun tetep ga ada qn gue mau praise dyandra soalnya keren banget dari segi service please staf nya ramah2 banget nawarin minum mulu…;1,59E+18;Positif
06/11/2022 22.52;va;dulu pas ss8 juga pas dibawa sama dyandra stafnya cihuy mantap suka ngajakin bercanda pas scan barcode sama body check. https://t.co/LGMyLKukpb;1,59E+18;Positif
06/11/2022 22.57;ry;RT @leesamoyed: Bangga sama Dyandra keren banget kalian, menurut gue selain masalah QN gak ada seluruhnya bagus banget ? thank you;1,59E+18;Positif
06/11/2022 23.00;thifa;sampe ke security2 juga baik & ramah banget! lucu2 juga kayak berusaha blend in sama kita2 semua penuh senyum & kayak hangat aja gitu. so far juga on time loh pergerakan crowdnya sesuai rundown yang di share. emang masih banyak evaluasi tapi thank you Dyandra udah bawa Ilichil?;1,59E+18;Positif
06/11/2022 23.03;nay met svt ? ??? ?;Semangat ya dyandra orang baik emang suka disakitin????;1,59E+18;Positif
06/11/2022 23.11;ERIC SOHN COMEBACK;Jadi selama di holding area pas mau masuk kan emang ada yang jaga sambil pegang2 semacam banner buat warning lebih hati2 dsb itu. NAH di section gue 3b (jalur 1) di depannya ada koko2, satpam, sama orang dyandra nya. (Con);1,59E+18;Positif
06/11/2022 23.20;Vivi;@honeybutterhc Soalnya kalau Dyandra stage presence emang oke banget ?;1,59E+18;Positif
06/11/2022 23.35;? lily (.??? ) jastip cod warehouse singapore;Bener dah we respect banget sama staf dyandra https://t.co/g5jEJ0oNrs;1,59E+18;Positif
06/11/2022 23.41;sad side;@DyandraGlobal dyandra!!! ayo kita ngonser di jis!! nct 2021 kayaknya sabi sih, satu fandom isinya 3 kelurahan. insyaallah, 5 menit tiketnya sold out!!;1,59E+18;Positif
06/11/2022 23.46;Kiki?;Please salam balik bilang terima kasih banget, keren lah pokoknya kemarin staf dyandra. Gue sampe heran ini dyandra agen air apa gimana dah kaga abis² stoknya https://t.co/g8By4EpIl0;1,59E+18;Positif
06/11/2022 23.52;sya k/ia ?;setuju dyandra keren banget! https://t.co/4OLvZ91jNv;1,59E+18;Positif
07/11/2022 00.15;?;DYANDRA GOOD JOB BANGET SUMPAH NI PROMOTOR KEREN GA KALENG-KALENG COY BAWA TDS KESINI TOLONG AKU GAMAU KALO DIAMBIL MECIMA @DyandraGlobal;1,59E+18;Positif
07/11/2022 00.15;FoOlsforYou;gue cinta banget sama dyandra!! PLEASE dyandra aja yang bawa TDS!! Pasti ada plus minusnya.. tapi pas hari H KEREN banget!! Suka banget sama Stagenya!! Lightingnya!! stafnya!!Suka semua!! @DyandraGlobal makasih udah bikin the link Jakarta jadi sekeren ini!!! ???;1,59E+18;Positif
07/11/2022 00.17;?;terlepas dari ga ada qn, jujur aku lebih rela ga ada qn tapi kita difasilitasi tempat buat antri yang nyaman kayak yang disiapin dyandra kemarin. aku antri bener-bener ga ada namanya kepanasan dan ga capek sama sekali, malah masuk angin karena ice dingin banget?;1,59E+18;Positif
07/11/2022 00.20;?;terus securitynya dyandra tuh sumpah keren, kalian profesional banget. kemarin sempet cekcok sama nctzen yang nyelonong masuk antrian di jam 12, yakali coy kita antri jam 5 pagi lo masuk gitu aja. akhirnya aku lapor security dan keren banget langsung dah tuh diseret keluar si mba itu??;1,59E+18;Positif
07/11/2022 00.23;?;sebenernya dyandra tuh dah mateng banget nyiapin konser ini, alur antrian tuh rapi banget dari sebelum open gate, masuk ke holding area, sampe masuk concert hall. menurutku semua well prepared, cuma emang penontonnya aja yang susah diatur sih. bahkan tuker tiket aja dia nyiapin minum??;1,59E+18;Positif
07/11/2022 00.30;? ? cindy HAS MET NCT127!;bener. so far dyandra udah oke kok cuma minus qn aja. qn juga tergantung sama orangnya kan, kalo udah dasarnya barbar mah udah gabisa ketolong https://t.co/ztFmE07F6P;1,59E+18;Negatif
07/11/2022 00.31;?;jujur ini dibanding mecima yang kudu member memberan itu, gue lebih suka sama dyandra yang adil aja gitu. ga banyak aturan lah dan ga ribet.;1,59E+18;Positif
07/11/2022 00.32;?;makasih dyandra, terlepas day 1 dibubarin tapi itu pure kesalahan fans-fans norak dan rusuh. antisipasi kalian udah keren. thank you uu! jangan kapok bawa nct kesini lagi ya @DyandraGlobal;1,59E+18;Positif
07/11/2022 00.38;?;terus stage dyandra tuh jauh lebih bagus gitu dibanding mecima, ini the link kemarin menurut gue dah mantep banget deh stagenya. panggungnya ga terlalu tinggi dan jarak barikade ke panggung tuh ga jauh, jadi kita liatnya enak ga dangak gitu.;1,59E+18;Positif
07/11/2022 00.45;?;oiya mau nambahin lagi, crew dyandra tuh inisitaif gitu pokoknya ada masalah dikit langsung diberesin lah sama dia. dari antrian photobooth itu pas dah mulai rame langsung dikasih pembatas. pokoknya inisatif ga lama-lama. keren semua deh kalian cakep-cakep lagi?;1,59E+18;Positif
07/11/2022 01.00;?;sedangkan security dyandra tuh sumpah sopan gitu. ngomongnya enak, gada marah-marah. dan ngedukung kita mau ketemu ilichil. 'sayangnya jaehyun ayo, selirnya jaehyun' gitu deh pokoknya seru abis;1,59E+18;Positif
07/11/2022 01.30;jes?;dia koar² sebagai korban di sgnya sampe ngetag dyandra terus https://t.co/qFMh8VAnHm;1,59E+18;Negatif
07/11/2022 01.30;Mrs.Bean;suddenly dyandra announced kalo yang day 1 bakal diulang dan tanpa war tiket lagi alias free;1,59E+18;Positif
07/11/2022 01.54;?;btw si security dyandra ibu-ibu yang negur penyusup antrian keluar juga sopan giitu ngomongnya pake 'mba-mba cantik' gitu ga yang marah-marah gaenak pokoknya respect berat;1,59E+18;Positif
07/11/2022 02.55;Mabi ?;Semoga dari sini pada belajar untuk apa-apa gak langsung ngetik jahat. Mau staf dyandra ataupun staf SM punya banyak hal baik dan perjuangan dibalik layar yang harus direspect- https://t.co/AgTSh3e8fP;1,59E+18;Positif
07/11/2022 02.57;?%;ticketing juga ga kacau kayak bets yang pertama (terutama insiden tiket 3 dus di hari H), bikin gue kagum sama promotor ini. “Dyandra keren,”.. yaAllah, semoga mecima beneran bisa belajar poin2 plus dari temennya ini dan diterapin di next event yang akan mereka selenggarain..;1,59E+18;Positif
07/11/2022 03.18;lele ??;Jujur ini backstage terbagus termewah yang pernah gue liat di indonesia, biasanya pake kain putih sama emas? ini cakep banget dyandra salut https://t.co/6UnXQnzyyW;1,59E+18;Positif
07/11/2022 05.01;cha;sumpah iya banget gue gegara kemakan omongan dyandra jelek padahal bagus banget, stafnya juga ramah banget nawarin air terus <33333 https://t.co/Kxg9LzFMqy;1,59E+18;Positif
07/11/2022 05.06;firda;tapi di hp gue semua member please?? lighthingnya dyandra keren abis kalo diliat langsung, kalo pas direkam kita harus atur brightness dengan tepat?? https://t.co/BR4hU6Qcmr https://t.co/8WIISgFaI7;1,59E+18;Positif
07/11/2022 05.19;Han Jung | PASSWORD CHERISH DI BIO;Tiket tiga jutaan, jajan printilan itu ga sampe 500k buat aku sendiri. Ongkos supir, tol, bensin sekitar 500k patungan sama adik aku. Makan 200k 3 orang buat sarapan sama malam. Siangnya bekel di kantung dan minum dari Dyandra ? https://t.co/PplvAEMH4o;1,59E+18;Positif
07/11/2022 06.30;Ren;Tapi gue rela lahir batin kalo yang bawa Dyandra lagi soalnya bagus bener ??;1,59E+18;Positif
07/11/2022 07.14;Qia;Aku first time konser yang promotornya dyandra. Dari awal aku dapet review dari waktu EXO konser dipegang dyandra (karena aku juga exol) katanya agak redflag, jadi aku kayak males. Tapi setelah dateng ya ga seburuk itu. Aku refleks ngebow mereka juga ngebow. Sopan, asik juga https://t.co/Wniapdgs49;1,59E+18;Positif
07/11/2022 07.38;Naje00?;@suhpremacistJ Tapi emang bener sih, gue akuin kalau masalah ramah dan baik emang best banget mereka tuh, security mereka juga ramah' dan sopan pelayanan juga keren. Besok lagi kalau dyandra bawa artis kpop konser please banget mending seating semua;1,59E+18;Positif
07/11/2022 07.38;???? UDAH KETEMU YUTA ?;Semoga next konser siapapun, standing mereka udah dikasih qn ya. Good job dyandra ?;1,59E+18;Positif
07/11/2022 07.52;•??•?;jujur ya kayaknya ini konser pertama gue yang hampir tiap mau ganti lagu staf2nya pada ngasih air minum terus. bener2 sesering itu. good job dyandra!!!;1,59E+18;Positif
